SAPNo,ShortText,Size,BasicMaterial,Manufacturer,PartNo,DrawingNo,KeyNoun,POTextNo,UnitOfMeasure,PO Text Header,,,,
113221,"FLANGE 125LW BL FF A105 BLK TYLR FG 30""","30""",STEEL-FORGED,COMML,,,FLANGE,176,EA,"FLANGE, BLIND, FORGED STEEL, BLACK, ASTM                               
A105/ASME SA105 (UNS K03504), CLASS                                    
125LW FLAT FACE. FLANGE FACING FINISH                                  
SHALL BE 125AA TO 250AA PER ANSI B16.5.                                
QUALIFICATIONS:                                                        
1. TAYLOR FORGE CLASS 125LW ONLY, DO NOT                               
   SUBSTITUTE.",,,,
117578,"FLANGE 125LW SO FF A105 BLK TYLR FG 12""","12""",STEEL-FORGED,COMML,,,FLANGE,13101,EA,"FLANGE, SLIP-ON, FORGED STEEL, BLACK,                                  
ASTM A105/ASME SA105 (UNS K03504),                                     
CLASS 125LW FLAT FACE.  FLANGE FACING                                  
FINISH SHALL BE 125AA TO 250AA                                         
PER ANSI B16.5.                                                        
QUALIFICATIONS:                                                        
1. TAYLOR FORGE CLASS 125LW ONLY, DO                                   
   NOT SUBSTITUTE.",,,,
148080,FLANGE MANIFOLD BLIND DA-MFG AF3B,NA,SS316,DA-MFG,AF3B,,FLANGE,11269,EA,D/A MANUFACTURING COMPANY INCORPORATED,,,,
127618,"FLANGE ORIF 1500 S160 WN RF A105N BLK 1""","1""",STEEL-FORGED,COMML,,,FLANGE,229,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STEEL, BLACK, ASTM A105/ASME SA105 (UNS                                
K03504), IN ACCORD WITH ANSI B16.36,                                   
FLANGE FACING FINISH SHALL BE 125AA TO                                 
250AA, WITH CIRCULAR LAY (SPIRAL OR                                    
CONCENTRIC).                                                           
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS, NUTS,                                    
   NOT REQUIRED.                                                       
2. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.                                        
3. CLASS 400 & HIGHER PRESSURE TO BE                                   
   NORMALIZED.",,,,
150394,"FLANGE ORIF 300 S10S WN RF A182316/L 1""","1""",SS316-316L,COMML,,,FLANGE,1280,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STAINLESS STEEL, ASTM A182/ASME SA182                                  
GRADE F316L (UNS S31603) & ANSI B16.36.                                
FLANGE FACING FINISH SHALL BE                                          
125AA TO 250AA                                                         
PER ANSI B16.5.                                                        
QUALIFICATIONS:                                                        
1. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.                                        
2. PRESSURE TAP PLUGS TO BE SAME                                       
   MATERIAL AS FLANGE.                                                 
3. UNION TO BE COMPLETE WITH BOLTS, NUTS                               
   & JACKSCREWS.                                                       
4. COLOR CODE BLACK PER DUPONT SPEC.                                   
   SP3D.",,,,
150580,"FLANGE ORIF 300 S10S WN RF MON B564 1.5""","1-1/2""",MONEL,COMML,,,FLANGE,13271,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
MONEL (NICKEL-COPPER ALLOY) ASTM B564                                  
(UNS N04400) & ANSI B16.36                                             
FLANGE FACING FINISH SHALL BE 125AA TO                                 
250AA, WITH CIRCULAR LAY (SPIRAL OR                                    
CONCENTRIC).                                                           
QUALIFICATIONS:                                                        
1. ALL FLANGE THREADED CONNECTIONS TO                                  
   BE PER ANSI B1.20.1 FEMALE NPT.                                     
2. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS, NUTS                                     
   NOT REQUIRED.                                                       
3. CERTIFICATION REQUIRED.",,,,
150400,"FLANGE ORIF 300 S10S WN RF NI B564 3""","3""",NICKEL,COMML,,,FLANGE,1581,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
NICKEL ASTM B564 (UNS N02200) & ANSI                                   
B16.36. FLANGE FACING FINISH SHALL BE                                  
125AA TO 250AA                                                         
PER ANSI B16.5.                                                        
QUALIFICATIONS:                                                        
1. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.                                        
2. PRESSURE TAP PLUGS TO BE SAME                                       
   MATERIAL AS FLANGE.                                                 
3. UNION TO BE COMPLETE WITH BOLTS, NUTS                               
   & JACKSCREWS.                                                       
4. CERTIFICATION REQUIRED.                                             
5. COLOR CODE GREEN & BROWN PER DUPONT                                 
   SPEC. SP3D.",,,,
127600,"FLANGE ORIF 300 S160 WN RF A105 BLK 1.5""","1-1/2""",STEEL-FORGED,COMML,,,FLANGE,229,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STEEL, BLACK, ASTM A105/ASME SA105 (UNS                                
K03504), IN ACCORD WITH ANSI B16.36,                                   
FLANGE FACING FINISH SHALL BE 125AA TO                                 
250AA, WITH CIRCULAR LAY (SPIRAL OR                                    
CONCENTRIC).                                                           
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS, NUTS,                                    
   NOT REQUIRED.                                                       
2. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.                                        
3. CLASS 400 & HIGHER PRESSURE TO BE                                   
   NORMALIZED.",,,,
127587,"FLANGE ORIF 300 S20 WN RF A105 BLK 10""","10""",STEEL-FORGED,COMML,,,FLANGE,229,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STEEL, BLACK, ASTM A105/ASME SA105 (UNS                                
K03504), IN ACCORD WITH ANSI B16.36,                                   
FLANGE FACING FINISH SHALL BE 125AA TO                                 
250AA, WITH CIRCULAR LAY (SPIRAL OR                                    
CONCENTRIC).                                                           
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS, NUTS,                                    
   NOT REQUIRED.                                                       
2. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.                                        
3. CLASS 400 & HIGHER PRESSURE TO BE                                   
   NORMALIZED.",,,,
132922,"FLANGE ORIF 300 S40 WN RF A105 GLV 1""","1""",STEEL-GALV,COMML,,,FLANGE,409,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STEEL, GALVANIZED, ASTM A105/ASME SA105                                
(UNS K03504), IN ACCORD WITH ANSI                                      
B16.36. FLANGE FACING FINISH SHALL BE                                  
125AA TO 250AA, WITH CIRCULAR LAY                                      
(SPIRAL OR CONCENTRIC).                                                
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS & NUTS                                    
   NOT REQUIRED.                                                       
2. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.                                        
3. CLASS 400 & HIGHER PRESSURE TO BE                                   
   NORMALIZED.                                                         
4. HOT DIP GALVANIZE PER ASTM A153.                                    
5. CARE MUST BE EXERCISED WHEN                                         
   GALVANIZING TO PREVENT PLUGGING OF                                  
   THE PRESSURE TAP HOLES. FOULED                                      
   THREADS AND/OR PLUGGED HOLES WILL BE                                
   BASIS FOR REJECTION.",,,,
309976,FLANGE ORIF 300 S40 WN RF B247 6061-T6 6,"6""",ALUMINUM,COMML,,,FLANGE,14094,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
ALUMINUM ASTM B247 6061-T6 (UNS A96061)                                
IN ACCORD WITH ANSI B16.36.                                            
FLANGE FACING FINISH SHALL BE                                          
125AA TO 250AA                                                         
PER ANSI B16.5.                                                        
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS, NUTS,                                    
   NOT REQUIRED.                                                       
2. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.",,,,
127619,FLANGE ORIF 300 S40 WN RJ A105 BLK 1-1/2,"1-1/2""",STEEL-FORGED,COMML,,,FLANGE,227,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STEEL, BLACK, ASTM A105/ASME SA105 (UNS                                
K03504), IN ACCORD WITH ANSI B16.36,                                   
RING JOINT PER ANSI B16.5.                                             
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS, NUTS,                                    
   NOT REQUIRED.                                                       
2. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.                                        
3. CLASS 400 & HIGHER PRESSURE TO BE                                   
   NORMALIZED.",,,,
150371,"FLANGE ORIF 300 S40S WN A182304 2""","2""",SS304,COMML,,,FLANGE,653,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STAINLESS STEEL, ASTM A182/ASME SA182                                  
GRADE F304 (UNS S30400) & ANSI B16.36.                                 
FLANGE FACING FINISH SHALL BE 125AA TO                                 
250AA, WITH CIRCULAR LAY (SPIRAL OR                                    
CONCENTRIC).                                                           
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
2. PRESSURE TAP PLUGS, CLOSURE BOLTING                                 
   AND GASKETS ARE NOT REQUIRED.                                       
3. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.",,,,
150354,"FLANGE ORIF 300 S40S WN RF A182304 2""","2""",SS304,COMML,,,FLANGE,651,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STAINLESS STEEL, ASTM A182/ASME SA182                                  
GRADE F304 (UNS S30400), IN ACCORDANCE                                 
WITH ANSI B16.36.                                                      
FLANGE FACING FINISH SHALL BE                                          
125AA TO 250AA                                                         
PER ANSI B16.5.                                                        
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
2. PRESSURE TAP PLUGS, CLOSURE BOLTING                                 
   AND GASKETS ARE NOT REQUIRED.                                       
3. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.",,,,
150581,"FLANGE ORIF 300 S40S WN RF A600 B564 2""","2""",INCONEL-600,COMML,,,FLANGE,13270,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
INCONEL 600 (NICKEL-CHROMIUM-IRON ALLOY)                               
ASTM B564 (UNS N06600) & ANSI B16.36                                   
FLANGE FACING FINISH SHALL BE 125AA TO                                 
250AA, WITH CIRCULAR LAY (SPIRAL OR                                    
CONCENTRIC).                                                           
QUALIFICATIONS:                                                        
1. ALL FLANGE THREADED CONNECTIONS TO                                  
   BE PER ANSI B1.20.1 FEMALE NPT.                                     
2. COMPLETE WITH JACKSCREWS ONLY.                                      
   PRESSURE TAP PLUGS, BOLTS, NUTS                                     
   NOT REQUIRED.                                                       
3. CERTIFICATION REQUIRED.",,,,
152003,"FLANGE ORIF 300 S5S WN RF A182304/L 6""","6""",SS304L,COMML,,,FLANGE,902,PR,"FLANGE, ORIFICE UNION, WELD NECK, FORGED                               
STAINLESS STEEL, ASTM A182/ASME SA182                                  
GRADE F304L (UNS S30403) & ANSI B16.36.                                
FLANGE FACING FINISH SHALL BE                                          
125AA TO 250AA PER ANSI B16.5.                                         
QUALIFICATIONS:                                                        
1. COMPLETE WITH JACKSCREWS ONLY.                                      
2. PRESSURE TAP PLUGS, CLOSURE BOLTING                                 
   AND GASKETS ARE NOT REQUIRED.                                       
3. ALL FLANGE THREADED CONNECTIONS TO BE                               
   PER ANSI B1.20.1 FEMALE NPT.",,,,
